"FECHA_CORTE","FECHA","HORA","DEPARTAMENTO","CODIGO_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS"
20211222,"15/8/2020","9:20","UCAYALI","PE-04A","44","DESPISTE","0","1"
20211222,"16/11/2020","1:40","MADRE DE DIOS","PE-30C","334","ATROPELLO","1","1"
20211222,"29/9/2020","9:55","LIMA","PE-1N","83","CHOQUE","0","2"
20211222,"15/1/2020","3:30","JUNIN","PE-22","152","DESPISTE","0","0"
20211222,"21/8/2020","11:20","APURIMAC","AP-769","43","VOLCADURA","0","5"
20211222,"12/9/2020","8:00","CAJAMARCA","PE-3N","1270","CHOQUE","1","1"
20211222,"6/12/2020","2:02","LIMA","PE-22","119","DESPISTE","0","0"
20211222,"16/1/2020","17:15","Arequipa","PE-34F","38","DESPISTE","0","0"
20211222,"5/9/2020","13:00","JUNIN","PE-22","87","ATROPELLO","0","1"
20211222,"25/4/2020","17:30","PUNO","PE-3S","N.I.","CHOQUE","0","1"
20211222,"12/11/2020","20:30","LIMA","PE-1S","94","DESPISTE","0","2"
20211222,"20/9/2020","6:10","LA LIBERTAD","PE-1N","528","DESPISTE","0","16"
20211222,"25/10/2020","15:30","AREQUIPA","PE-1S","632","ESPECIAL","0","0"
20211222,"14/3/2020","14:30","CUSCO","PE-28B","135","CHOQUE","0","0"
20211222,"23/1/2020","19:00","LIMA","PE-1N","4","CHOQUE","0","2"
20211222,"30/11/2020","5:30","LIMA","PE-1S","73","CHOQUE","0","2"
20211222,"30/4/2020","7:10","MOQUEGUA","PE-1S","1202","DESPISTE","0","0"
20211222,"20/11/2020","6:30","LA LIBERTAD","PE-1N","706","CHOQUE","0","1"
20211222,"15/8/2020","8:20","SAN MARTIN","PE-04A","418","DESPISTE","0","0"
20211222,"6/6/2020","21:30","AREQUIPA","PE-1S","541","DESPISTE","0","0"
20211222,"15/9/2020","17:50","PUNO","PE-34A","220","DESPISTE","0","0"
20211222,"20/8/2020","20:20","PIURA","PE-1N","69","CHOQUE","0","1"
20211222,"11/10/2020","22:30","TACNA","PE-1S","1305","DESPISTE","0","1"
20211222,"3/1/2020","1:00","AYACUCHO","PE-28A","233","DESPISTE","0","0"
20211222,"31/1/2020","9:30","JUNIN","PE-3N","64","CHOQUE","0","1"
20211222,"12/7/2020","13:00","AREQUIPA","AR-109","6","CHOQUE","0","0"
20211222,"1/1/2020","18:40","LIMA","PE-1N","174","DESPISTE","0","5"
20211222,"6/3/2020","10:20","MADRE DE DIOS","PE-30C","333","ATROPELLO","0","2"
20211222,"6/3/2020","7:20","TACNA","PE-1SD","189","DESPISTE","0","0"
20211222,"16/11/2020","6:20","LA LIBERTAD","PE-1N","527","CHOQUE","0","1"
20211222,"1/3/2020","16:35","CUSCO","PE-34J","58","CHOQUE","0","0"
20211222,"4/11/2020","20:00","LAMBAYEQUE","LA-119","4","DESPISTE","0","1"
20211222,"9/8/2020","8:50","ANCASH","AN-110","4","DESPISTE","0","0"
20211222,"15/7/2020","14:15","MADRE DE DIOS","PE-30C","498","DESPISTE","0","2"
20211222,"4/8/2020","6:50","LA LIBERTAD","PE-1S","513","CHOQUE","0","0"
20211222,"5/9/2020","12:00","AYACUCHO","PE-28A","204","DESPISTE","0","0"
20211222,"6/7/2020","15:00","PIURA","PE-1N","260","DESPISTE","0","2"
20211222,"15/2/2020","13:00","CUSCO","PE-28B","212","DESPISTE","0","1"
20211222,"3/8/2020","15:30","CUSCO","PE-28F","52","VOLCADURA","0","3"
20211222,"27/6/2020","20:00","CAJAMARCA","PE-3NB","34","DESPISTE","0","4"
20211222,"20/12/2020","6:00","AREQUIPA","PE-1S","516","CHOQUE","0","1"
20211222,"4/11/2020","10:15","LA LIBERTAD","PE-1N","602","CHOQUE","0","0"
20211222,"4/1/2020","23:50","JUNIN","PE-3S","37","DESPISTE","0","4"
20211222,"6/10/2020","7:50","JUNIN","PE-22","154","CHOQUE","0","0"
20211222,"29/1/2020","21:40","SAN MARTIN","PE-5N","659","CHOQUE","0","2"
20211222,"7/7/2020","18:20","AYACUCHO","PE-22","129","CHOQUE","0","0"
20211222,"6/5/2020","7:15","TACNA","PE-1S","1246","DESPISTE","0","0"
20211222,"25/6/2020","8:20","LIMA","PE-1N","48","DESPISTE","0","3"
20211222,"8/11/2020","16:00","LAMBAYEQUE","PE-06A","67","DESPISTE","0","1"
20211222,"28/2/2020","9:30","ANCASH","PE-1N","399","DESPISTE","1","3"
20211222,"5/1/2020","13:40","ANCASH","PE-1N","309","CHOQUE","3","4"
20211222,"5/11/2020","2:50","LIMA","PE-22","120","DESPISTE","0","0"
20211222,"20/1/2020","2:30","LIMA","PE-1N","137","DESPISTE","0","0"
20211222,"19/12/2020","14:15","UCAYALI","PE-18C","156","DESPISTE","0","1"
20211222,"23/7/2020","4:10","TACNA","PE-1SD","100","ESPECIAL","0","0"
20211222,"29/11/2020","21:15","ICA","PE-1S","423","DESPISTE","0","0"
20211222,"11/10/2020","2:30","LIMA","PE-1NA","8","CHOQUE","0","0"
20211222,"12/7/2020","5:15","AYACUCHO","PE-28A","442","DESPISTE","0","0"
20211222,"30/10/2020","16:00","LIMA","PE-1N","186","CHOQUE","0","2"
20211222,"28/8/2020","17:50","PUNO","PE-34A","291","DESPISTE","0","1"
20211222,"23/8/2020","20:45","MADRE DE DIOS","PE-30C","322","ATROPELLO","0","1"
20211222,"27/10/2020","16:00","LIMA","PE-22","62","CHOQUE","0","2"
20211222,"14/2/2020","N.I.","JUNIN","PE-22","165","ATROPELLO","0","1"
20211222,"11/1/2020","10:45","LIMA","PE-1N","75","ESPECIAL","0","2"
20211222,"27/9/2020","17:00","ICA","PE-1S","176","CHOQUE","0","1"
20211222,"13/2/2020","21:00","LIMA","PE-1S","96","CHOQUE","0","0"
20211222,"19/9/2020","13:00","AMAZONAS","PE-04A","164","N.I.","0","0"
20211222,"30/10/2020","12:45","ANCASH","PE-1N","371","DESPISTE","0","1"
20211222,"23/12/2020","21:00","LAMBAYEQUE","N.I.","N.I.","CHOQUE","0","2"
20211222,"12/10/2020","11:10","PUNO","PE-34B","279","DESPISTE","0","3"
