MES;DIA;HORA;PROVINCIA;CANTON;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
AGOSTO;JUEVES;14:00 A 14:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;08:00 A 08:59;MANABÍ;JIPIJAPA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;07:00 A 07:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;06:00 A 06:59;GUAYAS;GUAYAQUIL;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;06:00 A 06:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;01:00 A 01:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;20:00 A 20:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;JUEVES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;2;2;ESTRELLAMIENTOS;EXCESO VELOCIDAD
AGOSTO;JUEVES;05:00 A 05:59;LOS RÍOS;BABAHOYO;RURAL;0;2;2;CHOQUES;MAL ESTADO DE LA VÍA
AGOSTO;VIERNES;09:00 A 09:59;SUCUMBÍOS;SUCUMBIOS;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;01:00 A 01:59;TUNGURAHUA;AMBATO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;03:00 A 03:59;TUNGURAHUA;QUERO;RURAL;1;19;20;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;03:00 A 03:59;ESMERALDAS;QUININDE;RURAL;1;4;5;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;21:00 A 21:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;17:00 A 17:59;PICHINCHA;SAN MIGUEL DE LOS BANCOS;RURAL;1;1;2;ATROPELLOS;EMBRIAGUEZ O DROGA
AGOSTO;VIERNES;02:00 A 02:59;PICHINCHA;PEDRO VICENTE MALDONADO;RURAL;1;2;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;19:00 A 19:59;AZUAY;CAMILO PONCE ENRIQUEZ;RURAL;1;0;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;01:00 A 01:59;AZUAY;CUENCA;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;VIERNES;19:00 A 19:59;LOS RÍOS;PUEBLOVIEJO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;19:00 A 19:59;MANABÍ;JIPIJAPA;RURAL;0;3;3;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;22:00 A 22:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;3;3;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;17:00 A 17:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;VIERNES;11:00 A 11:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;10:00 A 10:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;12:00 A 12:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;VIERNES;04:00 A 04:59;MANABÍ;MONTECRISTI;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;VIERNES;09:00 A 09:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;00:00 A 00:59;GUAYAS;MILAGRO;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;08:00 A 08:59;GUAYAS;NARANJAL;RURAL;0;1;1;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;VIERNES;16:00 A 16:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
AGOSTO;VIERNES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;2;0;2;CHOQUES;EXCESO VELOCIDAD
AGOSTO;VIERNES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
AGOSTO;VIERNES;05:00 A 05:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
AGOSTO;VIERNES;02:00 A 02:59;AZUAY;CUENCA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;04:00 A 04:59;TUNGURAHUA;PATATE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;23:00 A 23:59;CHIMBORAZO;PALLATANGA;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;21:00 A 21:59;LOS RÍOS;QUEVEDO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;17:00 A 17:59;LOS RÍOS;VINCES;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;20:00 A 20:59;GUAYAS;EL TRIUNFO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;20:00 A 20:59;MANABÍ;JIPIJAPA;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;20:00 A 20:59;LOS RÍOS;VINCES;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;22:00 A 22:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;19:00 A 19:59;GUAYAS;PALESTINA;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;23:00 A 23:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;18:00 A 18:59;GUAYAS;SALITRE;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;20:00 A 20:59;MANABÍ;CHONE;RURAL;0;2;2;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;20:00 A 20:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;16:00 A 16:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;23:00 A 23:59;LOS RÍOS;BABAHOYO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;13:00 A 13:59;LOS RÍOS;BUENA FE;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;22:00 A 22:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;3;3;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;12:00 A 12:59;SANTA ELENA;SALINAS;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;19:00 A 19:59;GUAYAS;DURAN;RURAL;0;2;2;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;17:00 A 17:59;GUAYAS;GUAYAQUIL;RURAL;0;3;3;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;13:00 A 13:59;LOS RÍOS;VENTANAS;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;15:00 A 15:59;MANABÍ;MANTA;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;06:00 A 06:59;GUAYAS;EL EMPALME;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;07:00 A 07:59;GUAYAS;NARANJAL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;08:00 A 08:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;10:00 A 10:59;GUAYAS;BALZAR;RURAL;1;0;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;SÁBADO;03:00 A 03:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;21:00 A 21:59;LOJA;LOJA;RURAL;0;3;3;ROZAMIENTOS;EMBRIAGUEZ O DROGA
AGOSTO;SÁBADO;06:00 A 06:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
AGOSTO;SÁBADO;00:00 A 00:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
AGOSTO;SÁBADO;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;2;3;CHOQUES;EMBRIAGUEZ O DROGA
AGOSTO;SÁBADO;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;2;3;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
AGOSTO;SÁBADO;04:00 A 04:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;SÁBADO;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
AGOSTO;SÁBADO;03:00 A 03:59;AZUAY;CUENCA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;04:00 A 04:59;ESMERALDAS;QUININDE;RURAL;2;0;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;08:00 A 08:59;TUNGURAHUA;PATATE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;10:00 A 10:59;CHIMBORAZO;GUANO;RURAL;2;2;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;19:00 A 19:59;TUNGURAHUA;PATATE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;04:00 A 04:59;BOLÍVAR;ECHEANDIA;RURAL;1;1;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;09:00 A 09:59;BOLÍVAR;GUARANDA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;10:00 A 10:59;IMBABURA;IBARRA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;11:00 A 11:59;SANTA ELENA;SANTA ELENA;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;14:00 A 14:59;GUAYAS;EL TRIUNFO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;23:00 A 23:59;GUAYAS;NARANJAL;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;16:00 A 16:59;GUAYAS;EL EMPALME;RURAL;0;5;5;OTROS;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;20:00 A 20:59;GUAYAS;MILAGRO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;04:00 A 04:59;GUAYAS;NARANJITO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;21:00 A 21:59;LOS RÍOS;VALENCIA;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;20:00 A 20:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;15:00 A 15:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;5;5;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;01:00 A 01:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;15:00 A 15:59;LOS RÍOS;MONTALVO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;01:00 A 01:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;09:00 A 09:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;4;4;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;10:00 A 10:59;MANABÍ;CHONE;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;03:00 A 03:59;EL ORO;EL GUABO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;04:00 A 04:59;GUAYAS;EL TRIUNFO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;10:00 A 10:59;GUAYAS;MILAGRO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;06:00 A 06:59;LOS RÍOS;VINCES;RURAL;1;0;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;08:00 A 08:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;DOMINGO;01:00 A 01:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;03:00 A 03:59;LOS RÍOS;BABAHOYO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;DOMINGO;10:00 A 10:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
AGOSTO;DOMINGO;20:00 A 20:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
AGOSTO;LUNES;00:00 A 00:59;TUNGURAHUA;QUERO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;05:00 A 05:59;CHIMBORAZO;GUANO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;17:00 A 17:59;PICHINCHA;MEJIA;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;03:00 A 03:59;PICHINCHA;PEDRO VICENTE MALDONADO;RURAL;1;2;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;21:00 A 21:59;IMBABURA;OTAVALO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;17:00 A 17:59;GUAYAS;NOBOL;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;17:00 A 17:59;MANABÍ;MANTA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;17:00 A 17:59;GUAYAS;SALITRE;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
AGOSTO;LUNES;19:00 A 19:59;GUAYAS;ISIDRO AYORA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;21:00 A 21:59;LOS RÍOS;PUEBLOVIEJO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;17:00 A 17:59;GUAYAS;EL EMPALME;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;21:00 A 21:59;GUAYAS;EL EMPALME;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;23:00 A 23:59;GUAYAS;MILAGRO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;LUNES;15:00 A 15:59;AZUAY;CUENCA;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;16:00 A 16:59;GUAYAS;ALFREDO BAQUERIZO MORENO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;04:00 A 04:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;12:00 A 12:59;MANABÍ;JIPIJAPA;RURAL;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;00:00 A 00:59;GUAYAS;NARANJAL;RURAL;0;4;4;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;LUNES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
AGOSTO;LUNES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;0;1;ESTRELLAMIENTOS;EXCESO VELOCIDAD
AGOSTO;LUNES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;OTROS;EXCESO VELOCIDAD
AGOSTO;MARTES;11:00 A 11:59;CHIMBORAZO;RIOBAMBA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;20:00 A 20:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;19:00 A 19:59;LOS RÍOS;VENTANAS;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MARTES;10:00 A 10:59;AZUAY;CUENCA;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MARTES;17:00 A 17:59;GUAYAS;NARANJAL;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;17:00 A 17:59;GUAYAS;NARANJAL;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;21:00 A 21:59;GUAYAS;BALZAR;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;15:00 A 15:59;GUAYAS;MILAGRO;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;13:00 A 13:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;09:00 A 09:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;06:00 A 06:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;09:00 A 09:59;EL ORO;ARENILLAS;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MARTES;01:00 A 01:59;GUAYAS;PALESTINA;RURAL;0;0;0;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;00:00 A 00:59;GUAYAS;DAULE;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MARTES;00:00 A 00:59;GUAYAS;NARANJAL;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;20:00 A 20:59;LOJA;LOJA;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
AGOSTO;MARTES;10:00 A 10:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MARTES;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;17:00 A 17:59;MANABÍ;MANTA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;21:00 A 21:59;GUAYAS;SIMON BOLIVAR;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;14:00 A 14:59;AZUAY;CUENCA;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MIÉRCOLES;18:00 A 18:59;GUAYAS;SALITRE;RURAL;0;1;1;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;20:00 A 20:59;MANABÍ;TOSAGUA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;15:00 A 15:59;MANABÍ;MANTA;RURAL;0;4;4;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;17:00 A 17:59;MANABÍ;MONTECRISTI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;15:00 A 15:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;5;2;7;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;16:00 A 16:59;LOS RÍOS;BABAHOYO;RURAL;0;3;3;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;02:00 A 02:59;EL ORO;PIÑAS;RURAL;1;1;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;07:00 A 07:59;EL ORO;BALSAS;RURAL;2;3;5;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
AGOSTO;MIÉRCOLES;03:00 A 03:59;GUAYAS;PLAYAS;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
AGOSTO;MIÉRCOLES;08:00 A 08:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
